Performance Statistics   2020-05-02 15:54:00 - 2020-05-02 15:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
report$Report.edit#load                               2999.0        2999        2999         0.0           1
report$Report.edit#uiPermissions                         0.0           0           0         0.0           1
report$Report.edit#xml                                   1.0           0           5         2.0           5
report$Report.edit.formatsFrame#init                     0.0           0           0         0.0           1
report$Report.edit.formatsFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.formatsFrame#load                     9.0           9           9         0.0           1
report$Report.edit.generalFrame#init                     0.0           0           0         0.0           1
report$Report.edit.generalFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.generalFrame#load                  1729.0        1729        1729         0.0           1
report$Report.edit.generalFrame.bandEditor#init         22.0          22          22         0.0           1
report$Report.edit.generalFrame.bandEditor#inject        19.0          19          19         0.0           1
report$Report.edit.generalFrame.bandEditor#load        817.0         817         817         0.0           1
report$Report.edit.localesFrame#init                     0.0           0           0         0.0           1
report$Report.edit.localesFrame#inject                   2.0           2           2         0.0           1
report$Report.edit.localesFrame#load                    50.0          50          50         0.0           1
report$Report.edit.parametersFrame#init                  0.0           0           0         0.0           1
report$Report.edit.parametersFrame#inject                0.0           0           0         0.0           1
report$Report.edit.parametersFrame#load                108.0         108         108         0.0           1
report$Report.edit.securityFrame#init                    0.0           0           0         0.0           1
report$Report.edit.securityFrame#inject                  0.0           0           0         0.0           1
report$Report.edit.securityFrame#load                   11.0          11          11         0.0           1
report$Report.edit.templatesFrame#init                   0.0           0           0         0.0           1
report$Report.edit.templatesFrame#inject                 0.0           0           0         0.0           1
report$Report.edit.templatesFrame#load                   7.0           7           7         0.0           1
report$Report.edit@groupsDs                             75.0          75          75         0.0           1
securityFrame#create                                    69.0          69          69         0.0           1
securityFrame#xml                                        1.5           0           3         1.5           2
templatesFrame#create                                   22.0          22          22         0.0           1
templatesFrame#xml                                       0.5           0           1         0.5           2

Performance Statistics   2020-05-02 15:56:00 - 2020-05-02 15:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
editWindowActions#create                                12.0          12          12         0.0           1
editWindowActions#xml                                    0.5           0           1         0.5           2
report$ChartEdit#create                                 41.0          41          41         0.0           1
report$ChartEdit#xml                                     1.5           0           3         1.5           2
report$PivotTableEdit#create                            76.0          76          76         0.0           1
report$PivotTableEdit#xml                                1.5           0           3         1.5           2
report$ReportTemplate.edit#afterShow                    15.0          15          15         0.0           1
report$ReportTemplate.edit#beforeShow                   16.0          16          16         0.0           1
report$ReportTemplate.edit#create                       44.0          44          44         0.0           1
report$ReportTemplate.edit#init                         11.0          11          11         0.0           1
report$ReportTemplate.edit#inject                      125.0         125         125         0.0           1
report$ReportTemplate.edit#load                       1817.0        1817        1817         0.0           1
report$ReportTemplate.edit#uiPermissions                 0.0           0           0         0.0           1
report$ReportTemplate.edit#xml                           1.2           0           6         2.4           5
report$ReportTemplate.edit.chartEdit#init              110.0         110         110         0.0           1
report$ReportTemplate.edit.chartEdit#inject              9.0           9           9         0.0           1
report$ReportTemplate.edit.chartEdit#load              594.0         594         594         0.0           1
report$ReportTemplate.edit.pivotTableEdit#init          38.0          38          38         0.0           1
report$ReportTemplate.edit.pivotTableEdit#inject        11.0          11          11         0.0           1
report$ReportTemplate.edit.pivotTableEdit#load         603.0         603         603         0.0           1
report$ReportTemplate.edit.tableEdit#init                8.0           8           8         0.0           1
report$ReportTemplate.edit.tableEdit#inject              8.0           8           8         0.0           1
report$ReportTemplate.edit.tableEdit#load               12.0          12          12         0.0           1
report$ReportTemplate.edit.windowActions#init            0.0           0           0         0.0           1
report$ReportTemplate.edit.windowActions#inject          0.0           0           0         0.0           1
report$ReportTemplate.edit.windowActions#load            0.0           0           0         0.0           1
report$TableEditFrame#create                            31.0          31          31         0.0           1
report$TableEditFrame#xml                                1.5           0           3         1.5           2

Performance Statistics   2020-05-02 15:58:00 - 2020-05-02 16:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#create                                      123.0         123         123         0.0           1
bandEditor#xml                                           0.5           0           1         0.5           2
formatsFrame#create                                     18.0          18          18         0.0           1
formatsFrame#xml                                         0.0           0           0         0.0           2
generalFrame#create                                    170.0         170         170         0.0           1
generalFrame#xml                                         0.0           0           0         0.0           2
localesFrame#create                                     11.0          11          11         0.0           1
localesFrame#xml                                         0.0           0           0         0.0           2
parametersFrame#create                                  33.0          33          33         0.0           1
parametersFrame#xml                                      0.0           0           0         0.0           2
report$Report.edit#afterShow                             1.0           1           1         0.0           1
report$Report.edit#beforeShow                            0.0           0           0         0.0           1
report$Report.edit#companion                             0.0           0           0         0.0           1
report$Report.edit#create                                5.0           5           5         0.0           1
report$Report.edit#init                                 58.0          58          58         0.0           1
report$Report.edit#inject                              127.0         127         127         0.0           1
report$Report.edit#load                               1208.0        1208        1208         0.0           1
report$Report.edit#uiPermissions                         0.0           0           0         0.0           1
report$Report.edit#xml                                   0.6           0           3         1.2           5
report$Report.edit.formatsFrame#init                     0.0           0           0         0.0           1
report$Report.edit.formatsFrame#inject                   1.0           1           1         0.0           1
report$Report.edit.formatsFrame#load                     1.0           1           1         0.0           1
report$Report.edit.generalFrame#init                     0.0           0           0         0.0           1
report$Report.edit.generalFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.generalFrame#load                   739.0         739         739         0.0           1
report$Report.edit.generalFrame.bandEditor#init          1.0           1           1         0.0           1
report$Report.edit.generalFrame.bandEditor#inject         0.0           0           0         0.0           1
report$Report.edit.generalFrame.bandEditor#load        480.0         480         480         0.0           1
report$Report.edit.localesFrame#init                     0.0           0           0         0.0           1
report$Report.edit.localesFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.localesFrame#load                    36.0          36          36         0.0           1
report$Report.edit.parametersFrame#init                  0.0           0           0         0.0           1
report$Report.edit.parametersFrame#inject                0.0           0           0         0.0           1
report$Report.edit.parametersFrame#load                 75.0          75          75         0.0           1
report$Report.edit.securityFrame#init                    0.0           0           0         0.0           1
report$Report.edit.securityFrame#inject                  0.0           0           0         0.0           1
report$Report.edit.securityFrame#load                    2.0           2           2         0.0           1
report$Report.edit.templatesFrame#init                   0.0           0           0         0.0           1
report$Report.edit.templatesFrame#inject                 0.0           0           0         0.0           1
report$Report.edit.templatesFrame#load                   1.0           1           1         0.0           1
report$Report.edit@groupsDs                             16.0          16          16         0.0           1
securityFrame#create                                    53.0          53          53         0.0           1
securityFrame#xml                                        0.0           0           0         0.0           2
templatesFrame#create                                   27.0          27          27         0.0           1
templatesFrame#xml                                       0.0           0           0         0.0           2

Performance Statistics   2020-05-02 16:00:00 - 2020-05-02 16:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
editWindowActions#create                                10.0          10          10         0.0           1
editWindowActions#xml                                    0.0           0           0         0.0           2
report$ReportInputParameter.edit#afterShow               0.0           0           0         0.0           1
report$ReportInputParameter.edit#beforeShow              0.0           0           0         0.0           1
report$ReportInputParameter.edit#create                 15.0          15          15         0.0           1
report$ReportInputParameter.edit#init                  177.0         177         177         0.0           1
report$ReportInputParameter.edit#inject                 22.0          22          22         0.0           1
report$ReportInputParameter.edit#load                  539.0         539         539         0.0           1
report$ReportInputParameter.edit#uiPermissions           0.0           0           0         0.0           1
report$ReportInputParameter.edit#xml                     1.0           0           5         2.0           5
report$ReportInputParameter.edit.windowActions#init         0.0           0           0         0.0           1
report$ReportInputParameter.edit.windowActions#inject         0.0           0           0         0.0           1
report$ReportInputParameter.edit.windowActions#load         0.0           0           0         0.0           1

Performance Statistics   2020-05-02 16:02:00 - 2020-05-02 16:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
MenuItem.report$Report.browse                          236.0         236         236         0.0           1
detailsStep#create                                      10.0          10          10         0.0           1
detailsStep#xml                                          0.5           0           1         0.5           2
editWindowActions#create                                10.0          10          10         0.0           1
editWindowActions#xml                                    0.0           0           0         0.0           2
entityTreeFrame#create                                  18.0          18          18         0.0           1
entityTreeFrame#xml                                      0.5           0           1         0.5           2
lookupWindowActions#create                               6.0           6           6         0.0           1
lookupWindowActions#inject                               0.0           0           0         0.0           1
lookupWindowActions#load                                 4.0           4           4         0.0           1
lookupWindowActions#xml                                  0.0           0           0         0.0           2
regionsStep#create                                      24.0          24          24         0.0           1
regionsStep#xml                                          0.5           0           1         0.5           2
report$Report.browse#afterShow                           0.0           0           0         0.0           1
report$Report.browse#beforeShow                          0.0           0           0         0.0           1
report$Report.browse#create                              5.0           5           5         0.0           1
report$Report.browse#init                                1.0           1           1         0.0           1
report$Report.browse#inject                              0.0           0           0         0.0           1
report$Report.browse#load                               69.0          69          69         0.0           1
report$Report.browse#uiPermissions                       0.0           0           0         0.0           1
report$Report.browse#xml                                 1.5           0           3         1.5           2
report$Report.browse.lookupWindowActions#init            0.0           0           0         0.0           1
report$Report.browse@reportDs                           19.0          19          19         0.0           1
report$Report.regionEditor#afterShow                     0.0           0           0         0.0           1
report$Report.regionEditor#beforeShow                    8.0           8           8         0.0           1
report$Report.regionEditor#companion                     3.0           3           3         0.0           1
report$Report.regionEditor#create                        7.0           7           7         0.0           1
report$Report.regionEditor#init                         83.0          83          83         0.0           1
report$Report.regionEditor#inject                       18.0          18          18         0.0           1
report$Report.regionEditor#load                         72.0          72          72         0.0           1
report$Report.regionEditor#uiPermissions                 0.0           0           0         0.0           1
report$Report.regionEditor#xml                           0.4           0           2         0.8           5
report$Report.regionEditor.entityTreeFrame#init          0.0           0           0         0.0           1
report$Report.regionEditor.entityTreeFrame#inject         0.0           0           0         0.0           1
report$Report.regionEditor.entityTreeFrame#load         14.0          14          14         0.0           1
report$Report.regionEditor.entityTreeFrame@reportEntityTreeNodeDs        47.0          47          47         0.0           1
report$Report.regionEditor.windowActions#init            0.0           0           0         0.0           1
report$Report.regionEditor.windowActions#inject          0.0           0           0         0.0           1
report$Report.regionEditor.windowActions#load            0.0           0           0         0.0           1
report$Report.wizard#afterShow                           0.0           0           0         0.0           1
report$Report.wizard#beforeShow                         17.0          17          17         0.0           1
report$Report.wizard#create                              9.0           9           9         0.0           1
report$Report.wizard#init                              110.0         110         110         0.0           1
report$Report.wizard#inject                             17.0          17          17         0.0           1
report$Report.wizard#load                              101.0         101         101         0.0           1
report$Report.wizard#uiPermissions                       0.0           0           0         0.0           1
report$Report.wizard#xml                                 1.0           0           5         2.0           5
report$Report.wizard.detailsStep#init                    0.0           0           0         0.0           1
report$Report.wizard.detailsStep#inject                  0.0           0           0         0.0           1
report$Report.wizard.detailsStep#load                    8.0           8           8         0.0           1
report$Report.wizard.regionsStep#init                    0.0           0           0         0.0           1
report$Report.wizard.regionsStep#inject                  0.0           0           0         0.0           1
report$Report.wizard.regionsStep#load                    4.0           4           4         0.0           1
report$Report.wizard.saveStep#init                       0.0           0           0         0.0           1
report$Report.wizard.saveStep#inject                     0.0           0           0         0.0           1
report$Report.wizard.saveStep#load                       4.0           4           4         0.0           1
saveStep#create                                         27.0          27          27         0.0           1
saveStep#xml                                             0.5           0           1         0.5           2

Performance Statistics   2020-05-02 16:04:00 - 2020-05-02 16:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#create                                      121.0         121         121         0.0           1
bandEditor#xml                                           0.0           0           0         0.0           2
formatsFrame#create                                     19.0          19          19         0.0           1
formatsFrame#xml                                         0.0           0           0         0.0           2
generalFrame#create                                    171.0         171         171         0.0           1
generalFrame#xml                                         0.0           0           0         0.0           2
localesFrame#create                                     13.0          13          13         0.0           1
localesFrame#xml                                         0.0           0           0         0.0           2
parametersFrame#create                                  37.0          37          37         0.0           1
parametersFrame#xml                                      0.0           0           0         0.0           2
report$Report.edit#afterShow                             0.0           0           0         0.0           1
report$Report.edit#beforeShow                            0.0           0           0         0.0           1
report$Report.edit#companion                             0.0           0           0         0.0           1
report$Report.edit#create                                5.0           5           5         0.0           1
report$Report.edit#init                                 41.0          41          41         0.0           1
report$Report.edit#inject                                0.0           0           0         0.0           1
report$Report.edit#load                               1129.0        1129        1129         0.0           1
report$Report.edit#uiPermissions                         0.0           0           0         0.0           1
report$Report.edit#xml                                   0.6           0           3         1.2           5
report$Report.edit.formatsFrame#init                     0.0           0           0         0.0           1
report$Report.edit.formatsFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.formatsFrame#load                     1.0           1           1         0.0           1
report$Report.edit.generalFrame#init                     0.0           0           0         0.0           1
report$Report.edit.generalFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.generalFrame#load                   700.0         700         700         0.0           1
report$Report.edit.generalFrame.bandEditor#init          1.0           1           1         0.0           1
report$Report.edit.generalFrame.bandEditor#inject         0.0           0           0         0.0           1
report$Report.edit.generalFrame.bandEditor#load        424.0         424         424         0.0           1
report$Report.edit.localesFrame#init                     0.0           0           0         0.0           1
report$Report.edit.localesFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.localesFrame#load                    23.0          23          23         0.0           1
report$Report.edit.parametersFrame#init                  0.0           0           0         0.0           1
report$Report.edit.parametersFrame#inject                0.0           0           0         0.0           1
report$Report.edit.parametersFrame#load                 48.0          48          48         0.0           1
report$Report.edit.securityFrame#init                    0.0           0           0         0.0           1
report$Report.edit.securityFrame#inject                  0.0           0           0         0.0           1
report$Report.edit.securityFrame#load                    2.0           2           2         0.0           1
report$Report.edit.templatesFrame#init                   0.0           0           0         0.0           1
report$Report.edit.templatesFrame#inject                 0.0           0           0         0.0           1
report$Report.edit.templatesFrame#load                   1.0           1           1         0.0           1
report$Report.edit@groupsDs                             13.0          13          13         0.0           1
report$Report.wizard@groupsDs                           17.0          17          17         0.0           1
securityFrame#create                                    47.0          47          47         0.0           1
securityFrame#xml                                        0.0           0           0         0.0           2
templatesFrame#create                                   21.0          21          21         0.0           1
templatesFrame#xml                                       0.0           0           0         0.0           2

Performance Statistics   2020-05-02 16:06:00 - 2020-05-02 16:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
editWindowActions#create                                10.0          10          10         0.0           1
editWindowActions#xml                                    0.0           0           0         0.0           2
report$ChartEdit#create                                 37.0          37          37         0.0           1
report$ChartEdit#xml                                     0.0           0           0         0.0           2
report$PivotTableEdit#create                            56.0          56          56         0.0           1
report$PivotTableEdit#xml                                0.0           0           0         0.0           2
report$ReportTemplate.edit#afterShow                    29.0          29          29         0.0           1
report$ReportTemplate.edit#beforeShow                    0.0           0           0         0.0           1
report$ReportTemplate.edit#create                        5.0           5           5         0.0           1
report$ReportTemplate.edit#init                          1.0           1           1         0.0           1
report$ReportTemplate.edit#inject                        0.0           0           0         0.0           1
report$ReportTemplate.edit#load                        934.0         934         934         0.0           1
report$ReportTemplate.edit#uiPermissions                 0.0           0           0         0.0           1
report$ReportTemplate.edit#xml                           0.8           0           4         1.6           5
report$ReportTemplate.edit.chartEdit#init                2.0           2           2         0.0           1
report$ReportTemplate.edit.chartEdit#inject              0.0           0           0         0.0           1
report$ReportTemplate.edit.chartEdit#load              317.0         317         317         0.0           1
report$ReportTemplate.edit.pivotTableEdit#init          10.0          10          10         0.0           1
report$ReportTemplate.edit.pivotTableEdit#inject         0.0           0           0         0.0           1
report$ReportTemplate.edit.pivotTableEdit#load         236.0         236         236         0.0           1
report$ReportTemplate.edit.tableEdit#init                0.0           0           0         0.0           1
report$ReportTemplate.edit.tableEdit#inject              0.0           0           0         0.0           1
report$ReportTemplate.edit.tableEdit#load                3.0           3           3         0.0           1
report$ReportTemplate.edit.windowActions#init            0.0           0           0         0.0           1
report$ReportTemplate.edit.windowActions#inject          0.0           0           0         0.0           1
report$ReportTemplate.edit.windowActions#load            0.0           0           0         0.0           1
report$TableEditFrame#create                            28.0          28          28         0.0           1
report$TableEditFrame#xml                                0.0           0           0         0.0           2

Performance Statistics   2020-05-02 16:08:00 - 2020-05-02 16:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-02 16:10:00 - 2020-05-02 16:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-02 16:12:00 - 2020-05-02 16:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
MenuItem.report$Report.browse                          137.0         137         137         0.0           1
commonLookup#afterShow                                   0.0           0           0         0.0           1
commonLookup#beforeShow                                  0.0           0           0         0.0           1
commonLookup#create                                      6.0           6           6         0.0           1
commonLookup#init                                       94.0          94          94         0.0           1
commonLookup#inject                                     16.0          16          16         0.0           1
commonLookup#load                                        2.0           2           2         0.0           1
commonLookup#uiPermissions                               0.0           0           0         0.0           1
commonLookup#xml                                         0.5           0           1         0.5           2
commonLookup.lookupWindowActions#init                    0.0           0           0         0.0           1
commonLookup@entitiesDs                                 20.0          20          20         0.0           1
lookupWindowActions#create                               5.5           5           6         0.5           2
lookupWindowActions#inject                               0.0           0           0         0.0           2
lookupWindowActions#load                                 4.0           4           4         0.0           2
lookupWindowActions#xml                                  1.5           0           6         2.6           4
report$Report.browse#afterShow                           0.0           0           0         0.0           1
report$Report.browse#beforeShow                          0.0           0           0         0.0           1
report$Report.browse#create                              6.0           6           6         0.0           1
report$Report.browse#init                                1.0           1           1         0.0           1
report$Report.browse#inject                              0.0           0           0         0.0           1
report$Report.browse#load                               54.0          54          54         0.0           1
report$Report.browse#uiPermissions                       0.0           0           0         0.0           1
report$Report.browse#xml                                 0.5           0           1         0.5           2
report$Report.browse.lookupWindowActions#init            0.0           0           0         0.0           1
report$Report.browse@reportDs                           20.0          20          20         0.0           1
report$ReportExecution.browse#afterShow                  0.0           0           0         0.0           1
report$ReportExecution.browse#beforeShow                49.0          49          49         0.0           1
report$ReportExecution.browse#create                     7.0           7           7         0.0           1
report$ReportExecution.browse#init                       2.0           2           2         0.0           1
report$ReportExecution.browse#inject                    12.0          12          12         0.0           1
report$ReportExecution.browse#load                     114.0         114         114         0.0           1
report$ReportExecution.browse#uiPermissions              0.0           0           0         0.0           1
report$ReportExecution.browse#xml                        2.0           2           2         0.0           1
report$inputParameters#afterShow                         0.0           0           0         0.0           1
report$inputParameters#beforeShow                        0.0           0           0         0.0           1
report$inputParameters#create                            7.0           7           7         0.0           1
report$inputParameters#init                              0.0           0           0         0.0           1
report$inputParameters#inject                           12.0          12          12         0.0           1
report$inputParameters#load                             34.0          34          34         0.0           1
report$inputParameters#uiPermissions                     0.0           0           0         0.0           1
report$inputParameters#xml                               0.6           0           3         1.2           5
report$inputParameters.inputParametersFrame#init        89.0          89          89         0.0           1
report$inputParameters.inputParametersFrame#inject         7.0           7           7         0.0           1
report$inputParameters.inputParametersFrame#load         2.0           2           2         0.0           1
report$inputParameters.inputParametersFrame@templateReportsDs        19.0          19          19         0.0           1
report$inputParametersFrame#create                      20.0          20          20         0.0           1
report$inputParametersFrame#xml                          1.0           0           2         1.0           2

Performance Statistics   2020-05-02 16:14:00 - 2020-05-02 16:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-02 16:16:00 - 2020-05-02 16:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
commonLookup#afterShow                                   0.0           0           0         0.0           1
commonLookup#beforeShow                                  0.0           0           0         0.0           1
commonLookup#create                                      6.0           6           6         0.0           1
commonLookup#init                                       69.0          69          69         0.0           1
commonLookup#inject                                      0.0           0           0         0.0           1
commonLookup#load                                        2.0           2           2         0.0           1
commonLookup#uiPermissions                               0.0           0           0         0.0           1
commonLookup#xml                                         1.0           0           2         1.0           2
commonLookup.lookupWindowActions#init                    0.0           0           0         0.0           1
commonLookup@entitiesDs                                 12.0          12          12         0.0           1
lookupWindowActions#create                               6.0           6           6         0.0           1
lookupWindowActions#inject                               0.0           0           0         0.0           1
lookupWindowActions#load                                 4.0           4           4         0.0           1
lookupWindowActions#xml                                  0.0           0           0         0.0           2

Performance Statistics   2020-05-02 16:18:00 - 2020-05-02 16:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-02 16:20:00 - 2020-05-02 16:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-02 16:22:00 - 2020-05-02 16:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-02 16:24:00 - 2020-05-02 16:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-02 16:26:00 - 2020-05-02 16:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
bandEditor#create                                      115.0         115         115         0.0           1
bandEditor#xml                                           0.0           0           0         0.0           2
formatsFrame#create                                     15.0          15          15         0.0           1
formatsFrame#xml                                         0.0           0           0         0.0           2
generalFrame#create                                    162.0         162         162         0.0           1
generalFrame#xml                                         0.0           0           0         0.0           2
localesFrame#create                                     11.0          11          11         0.0           1
localesFrame#xml                                         0.0           0           0         0.0           2
parametersFrame#create                                  30.0          30          30         0.0           1
parametersFrame#xml                                      0.0           0           0         0.0           2
report$Report.edit#afterShow                             0.0           0           0         0.0           1
report$Report.edit#beforeShow                            0.0           0           0         0.0           1
report$Report.edit#companion                             0.0           0           0         0.0           1
report$Report.edit#create                                5.0           5           5         0.0           1
report$Report.edit#init                                 40.0          40          40         0.0           1
report$Report.edit#inject                                0.0           0           0         0.0           1
report$Report.edit#load                                972.0         972         972         0.0           1
report$Report.edit#uiPermissions                         0.0           0           0         0.0           1
report$Report.edit#xml                                   0.6           0           3         1.2           5
report$Report.edit.formatsFrame#init                     0.0           0           0         0.0           1
report$Report.edit.formatsFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.formatsFrame#load                     1.0           1           1         0.0           1
report$Report.edit.generalFrame#init                     0.0           0           0         0.0           1
report$Report.edit.generalFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.generalFrame#load                   581.0         581         581         0.0           1
report$Report.edit.generalFrame.bandEditor#init          0.0           0           0         0.0           1
report$Report.edit.generalFrame.bandEditor#inject         0.0           0           0         0.0           1
report$Report.edit.generalFrame.bandEditor#load        288.0         288         288         0.0           1
report$Report.edit.localesFrame#init                     0.0           0           0         0.0           1
report$Report.edit.localesFrame#inject                   0.0           0           0         0.0           1
report$Report.edit.localesFrame#load                    25.0          25          25         0.0           1
