Performance Statistics   2020-05-03 00:00:00 - 2020-05-03 00:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Performance Statistics   2020-05-03 17:22:00 - 2020-05-03 17:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:24:00 - 2020-05-03 17:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:26:00 - 2020-05-03 17:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:28:00 - 2020-05-03 17:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:30:00 - 2020-05-03 17:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:32:00 - 2020-05-03 17:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:34:00 - 2020-05-03 17:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:40:00 - 2020-05-03 17:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
login#afterShow                                          0.0           0           0         0.0           2
login#beforeShow                                         1.5           0           3         1.5           2
login#create                                            85.5           6         165        79.5           2
login#init                                              13.5           0          27        13.5           2
login#inject                                            27.0           0          54        27.0           2
login#load                                             371.0          44         698       327.0           2
login#uiPermissions                                      1.0           0           2         1.0           2
login#xml                                                6.5           0          13         6.5           2
main#afterShow                                          14.0          14          14         0.0           1
main#beforeShow                                          0.0           0           0         0.0           1
main#create                                             41.0          41          41         0.0           1
main#init                                               24.0          24          24         0.0           1
main#inject                                             11.0          11          11         0.0           1
main#load                                              312.0         312         312         0.0           1
main#uiPermissions                                       0.0           0           0         0.0           1
main#xml                                                 3.0           3           3         0.0           1
teststp_Debitor.browse#create                           26.0          26          26         0.0           1
teststp_Debitor.browse#init                              4.0           4           4         0.0           1
teststp_Debitor.browse#inject                            6.0           6           6         0.0           1
teststp_Debitor.browse#load                            892.0         892         892         0.0           1
teststp_Debitor.browse#xml                               6.0           6           6         0.0           1

Performance Statistics   2020-05-03 17:44:00 - 2020-05-03 17:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
login#afterShow                                          0.0           0           0         0.0           2
login#beforeShow                                         2.0           0           4         2.0           2
login#create                                            90.5           6         175        84.5           2
login#init                                              12.5           0          25        12.5           2
login#inject                                            29.5           0          59        29.5           2
login#load                                             397.5          45         750       352.5           2
login#uiPermissions                                      1.0           0           2         1.0           2
login#xml                                               10.0           0          20        10.0           2

Performance Statistics   2020-05-03 17:46:00 - 2020-05-03 17:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
MenuItem.teststp_Debitor.browse                       1310.0        1310        1310         0.0           1
lookupWindowActions#create                              29.0          29          29         0.0           1
lookupWindowActions#inject                              12.0          12          12         0.0           1
lookupWindowActions#load                                12.0          12          12         0.0           1
lookupWindowActions#xml                                  1.5           0           3         1.5           2
main#afterShow                                          11.0          11          11         0.0           1
main#beforeShow                                          0.0           0           0         0.0           1
main#create                                             37.0          37          37         0.0           1
main#init                                               35.0          35          35         0.0           1
main#inject                                             14.0          14          14         0.0           1
main#load                                              348.0         348         348         0.0           1
main#uiPermissions                                       0.0           0           0         0.0           1
main#xml                                                 6.0           6           6         0.0           1
report$Report.run#afterShow                              0.0           0           0         0.0           1
report$Report.run#beforeShow                            27.0          27          27         0.0           1
report$Report.run#create                                48.0          48          48         0.0           1
report$Report.run#init                                 640.0         640         640         0.0           1
report$Report.run#inject                                39.0          39          39         0.0           1
report$Report.run#load                                 224.0         224         224         0.0           1
report$Report.run#uiPermissions                          0.0           0           0         0.0           1
report$Report.run#xml                                    1.5           0           3         1.5           2
report$Report.run.lookupWindowActions#init               0.0           0           0         0.0           1
report$Report.run@reportGroupsDs                       449.0         449         449         0.0           1
teststp_Debitor.browse#afterShow                         0.0           0           0         0.0           1
teststp_Debitor.browse#beforeShow                       71.0          71          71         0.0           1
teststp_Debitor.browse#create                           27.0          27          27         0.0           1
teststp_Debitor.browse#init                              4.0           4           4         0.0           1
teststp_Debitor.browse#inject                            6.0           6           6         0.0           1
teststp_Debitor.browse#load                           1011.0        1011        1011         0.0           1
teststp_Debitor.browse#uiPermissions                     0.0           0           0         0.0           1
teststp_Debitor.browse#xml                              10.0          10          10         0.0           1

Performance Statistics   2020-05-03 17:48:00 - 2020-05-03 17:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:50:00 - 2020-05-03 17:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:52:00 - 2020-05-03 17:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:54:00 - 2020-05-03 17:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:56:00 - 2020-05-03 17:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 17:58:00 - 2020-05-03 18:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:00:00 - 2020-05-03 18:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:02:00 - 2020-05-03 18:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:04:00 - 2020-05-03 18:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:06:00 - 2020-05-03 18:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:08:00 - 2020-05-03 18:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:10:00 - 2020-05-03 18:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:12:00 - 2020-05-03 18:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:20:00 - 2020-05-03 18:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
MenuItem.teststp_Debitor.browse                      19932.0       19932       19932         0.0           1
login#afterShow                                          0.0           0           0         0.0           2
login#beforeShow                                         2.0           0           4         2.0           2
login#create                                            82.5           5         160        77.5           2
login#init                                              14.5           1          28        13.5           2
login#inject                                            30.5           0          61        30.5           2
login#load                                             369.0          39         699       330.0           2
login#uiPermissions                                      1.0           0           2         1.0           2
login#xml                                                5.5           0          11         5.5           2
lookupWindowActions#create                              25.0          25          25         0.0           1
lookupWindowActions#inject                              11.0          11          11         0.0           1
lookupWindowActions#load                                12.0          12          12         0.0           1
lookupWindowActions#xml                                  1.0           0           2         1.0           2
main#afterShow                                          13.0          13          13         0.0           1
main#beforeShow                                          0.0           0           0         0.0           1
main#create                                             40.0          40          40         0.0           1
main#init                                               30.0          30          30         0.0           1
main#inject                                             12.0          12          12         0.0           1
main#load                                              325.0         325         325         0.0           1
main#uiPermissions                                       0.0           0           0         0.0           1
main#xml                                                 3.0           3           3         0.0           1
report$Report.run#afterShow                              0.0           0           0         0.0           1
report$Report.run#beforeShow                            14.0          14          14         0.0           1
report$Report.run#create                                55.0          55          55         0.0           1
report$Report.run#init                                 489.0         489         489         0.0           1
report$Report.run#inject                                44.0          44          44         0.0           1
report$Report.run#load                                 382.0         382         382         0.0           1
report$Report.run#uiPermissions                          0.0           0           0         0.0           1
report$Report.run#xml                                    2.0           0           4         2.0           2
report$Report.run.lookupWindowActions#init               0.0           0           0         0.0           1
report$Report.run@reportGroupsDs                       348.0         348         348         0.0           1
teststp_Debitor.browse#afterShow                         0.0           0           0         0.0           1
teststp_Debitor.browse#beforeShow                       82.0          82          82         0.0           1
teststp_Debitor.browse#create                           23.0          23          23         0.0           1
teststp_Debitor.browse#init                           1141.0        1141        1141         0.0           1
teststp_Debitor.browse#inject                            7.0           7           7         0.0           1
teststp_Debitor.browse#load                          18483.0       18483       18483         0.0           1
teststp_Debitor.browse#uiPermissions                     0.0           0           0         0.0           1
teststp_Debitor.browse#xml                               6.0           6           6         0.0           1

Performance Statistics   2020-05-03 18:22:00 - 2020-05-03 18:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
commonLookup#afterShow                                   0.0           0           0         0.0           1
commonLookup#beforeShow                                  1.0           1           1         0.0           1
commonLookup#create                                      6.0           6           6         0.0           1
commonLookup#init                                      132.0         132         132         0.0           1
commonLookup#inject                                     19.0          19          19         0.0           1
commonLookup#load                                        3.0           3           3         0.0           1
commonLookup#uiPermissions                               0.0           0           0         0.0           1
commonLookup#xml                                         1.0           0           2         1.0           2
commonLookup.lookupWindowActions#init                    0.0           0           0         0.0           1
commonLookup@entitiesDs                                 18.0          18          18         0.0           1
lookupWindowActions#create                               9.0           9           9         0.0           1
lookupWindowActions#inject                               0.0           0           0         0.0           1
lookupWindowActions#load                                10.0          10          10         0.0           1
lookupWindowActions#xml                                  0.0           0           0         0.0           2
report$inputParameters#afterShow                         1.0           1           1         0.0           1
report$inputParameters#beforeShow                        0.0           0           0         0.0           1
report$inputParameters#create                           86.0          86          86         0.0           1
report$inputParameters#init                              0.0           0           0         0.0           1
report$inputParameters#inject                           16.0          16          16         0.0           1
report$inputParameters#load                             55.0          55          55         0.0           1
report$inputParameters#uiPermissions                     0.0           0           0         0.0           1
report$inputParameters#xml                               1.0           0           2         1.0           2
report$inputParameters.inputParametersFrame#init       535.0         535         535         0.0           1
report$inputParameters.inputParametersFrame#inject        10.0          10          10         0.0           1
report$inputParameters.inputParametersFrame#load         6.0           6           6         0.0           1
report$inputParameters.inputParametersFrame@templateReportsDs        32.0          32          32         0.0           1
report$inputParametersFrame#create                      30.0          30          30         0.0           1
report$inputParametersFrame#xml                          2.0           0           4         2.0           2

Performance Statistics   2020-05-03 18:24:00 - 2020-05-03 18:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:26:00 - 2020-05-03 18:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:28:00 - 2020-05-03 18:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:30:00 - 2020-05-03 18:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:32:00 - 2020-05-03 18:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:34:00 - 2020-05-03 18:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:36:00 - 2020-05-03 18:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:38:00 - 2020-05-03 18:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:40:00 - 2020-05-03 18:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:42:00 - 2020-05-03 18:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:44:00 - 2020-05-03 18:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:46:00 - 2020-05-03 18:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:48:00 - 2020-05-03 18:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:50:00 - 2020-05-03 18:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:52:00 - 2020-05-03 18:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:54:00 - 2020-05-03 18:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 18:56:00 - 2020-05-03 18:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:00:00 - 2020-05-03 19:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
MenuItem.teststp_Debitor.browse                       1478.0        1478        1478         0.0           1
login#afterShow                                          0.0           0           0         0.0           2
login#beforeShow                                         1.5           0           3         1.5           2
login#create                                            83.5           6         161        77.5           2
login#init                                              12.5           1          24        11.5           2
login#inject                                            29.5           0          59        29.5           2
login#load                                             405.5          40         771       365.5           2
login#uiPermissions                                      0.5           0           1         0.5           2
login#xml                                                6.5           0          13         6.5           2
lookupWindowActions#create                            3344.0        3344        3344         0.0           1
lookupWindowActions#inject                            1220.0        1220        1220         0.0           1
lookupWindowActions#load                              1588.0        1588        1588         0.0           1
lookupWindowActions#xml                                 15.5           8          23         7.5           2
main#afterShow                                          15.0          15          15         0.0           1
main#beforeShow                                          0.0           0           0         0.0           1
main#create                                             31.0          31          31         0.0           1
main#init                                               27.0          27          27         0.0           1
main#inject                                             15.0          15          15         0.0           1
main#load                                              398.0         398         398         0.0           1
main#uiPermissions                                       0.0           0           0         0.0           1
main#xml                                                 3.0           3           3         0.0           1
report$Report.run#beforeShow                           172.0         172         172         0.0           1
report$Report.run#create                              3402.0        3402        3402         0.0           1
report$Report.run#init                                4328.0        4328        4328         0.0           1
report$Report.run#inject                              3971.0        3971        3971         0.0           1
report$Report.run#load                               17048.0       17048       17048         0.0           1
report$Report.run#uiPermissions                          0.0           0           0         0.0           1
report$Report.run#xml                                   33.0          11          55        22.0           2
report$Report.run.lookupWindowActions#init               1.0           1           1         0.0           1
report$Report.run@reportGroupsDs                      5212.0        5212        5212         0.0           1
teststp_Debitor.browse#afterShow                         0.0           0           0         0.0           1
teststp_Debitor.browse#beforeShow                      174.0         174         174         0.0           1
teststp_Debitor.browse#create                           28.0          28          28         0.0           1
teststp_Debitor.browse#init                              7.0           7           7         0.0           1
teststp_Debitor.browse#inject                            7.0           7           7         0.0           1
teststp_Debitor.browse#load                            946.0         946         946         0.0           1
teststp_Debitor.browse#uiPermissions                     0.0           0           0         0.0           1
teststp_Debitor.browse#xml                               7.0           7           7         0.0           1

Performance Statistics   2020-05-03 19:02:00 - 2020-05-03 19:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
report$Report.run#afterShow                              0.0           0           0         0.0           1
report$inputParameters#create                         2031.0        2031        2031         0.0           1
report$inputParameters#init                              3.0           3           3         0.0           1
report$inputParameters#inject                         2691.0        2691        2691         0.0           1
report$inputParameters#load                           8664.0        8664        8664         0.0           1
report$inputParameters#xml                              23.5           9          38        14.5           2
report$inputParameters.inputParametersFrame#init     12277.0       12277       12277         0.0           1
report$inputParameters.inputParametersFrame#inject      1711.0        1711        1711         0.0           1
report$inputParameters.inputParametersFrame#load       134.0         134         134         0.0           1
report$inputParametersFrame#create                    6963.0        6963        6963         0.0           1
report$inputParametersFrame#xml                         21.5           9          34        12.5           2

Performance Statistics   2020-05-03 19:04:00 - 2020-05-03 19:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
commonLookup#afterShow                                   0.0           0           0         0.0           2
commonLookup#beforeShow                                  1.0           1           1         0.0           2
commonLookup#create                                      6.5           6           7         0.5           2
commonLookup#init                                      142.5         120         165        22.5           2
commonLookup#inject                                     12.0           0          24        12.0           2
commonLookup#load                                        2.5           2           3         0.5           2
commonLookup#uiPermissions                               0.0           0           0         0.0           2
commonLookup#xml                                         1.5           0           4         1.7           4
commonLookup.lookupWindowActions#init                    0.0           0           0         0.0           2
commonLookup@entitiesDs                                 22.0          20          24         2.0           2
lookupWindowActions#create                               6.0           6           6         0.0           2
lookupWindowActions#inject                               0.0           0           0         0.0           2
lookupWindowActions#load                                 6.0           6           6         0.0           2
lookupWindowActions#xml                                  0.0           0           0         0.0           4
report$inputParameters#afterShow                         5.0           5           5         0.0           1
report$inputParameters#beforeShow                        0.0           0           0         0.0           1
report$inputParameters#uiPermissions                     0.0           0           0         0.0           1
report$inputParameters.inputParametersFrame@templateReportsDs       330.0         330         330         0.0           1

Performance Statistics   2020-05-03 19:06:00 - 2020-05-03 19:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:08:00 - 2020-05-03 19:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:10:00 - 2020-05-03 19:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:12:00 - 2020-05-03 19:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:14:00 - 2020-05-03 19:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:16:00 - 2020-05-03 19:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:18:00 - 2020-05-03 19:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:20:00 - 2020-05-03 19:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
commonLookup#afterShow                                   0.0           0           0         0.0           1
commonLookup#beforeShow                                  1.0           1           1         0.0           1
commonLookup#create                                      7.0           7           7         0.0           1
commonLookup#init                                       88.0          88          88         0.0           1
commonLookup#inject                                      0.0           0           0         0.0           1
commonLookup#load                                        3.0           3           3         0.0           1
commonLookup#uiPermissions                               0.0           0           0         0.0           1
commonLookup#xml                                         1.0           0           2         1.0           2
commonLookup.lookupWindowActions#init                    0.0           0           0         0.0           1
commonLookup@entitiesDs                                 14.0          14          14         0.0           1
lookupWindowActions#create                               7.0           7           7         0.0           2
lookupWindowActions#inject                               0.0           0           0         0.0           2
lookupWindowActions#load                                 6.0           6           6         0.0           2
lookupWindowActions#xml                                  0.0           0           0         0.0           4
report$Report.run#afterShow                              0.0           0           0         0.0           1
report$Report.run#beforeShow                             1.0           1           1         0.0           1
report$Report.run#create                                 6.0           6           6         0.0           1
report$Report.run#init                                  76.0          76          76         0.0           1
report$Report.run#inject                                 0.0           0           0         0.0           1
report$Report.run#load                                  41.0          41          41         0.0           1
report$Report.run#uiPermissions                          0.0           0           0         0.0           1
report$Report.run#xml                                    3.5           0           7         3.5           2
report$Report.run.lookupWindowActions#init               0.0           0           0         0.0           1
report$Report.run@reportGroupsDs                        13.0          13          13         0.0           1
report$inputParameters#afterShow                         0.0           0           0         0.0           1
report$inputParameters#beforeShow                        0.0           0           0         0.0           1
report$inputParameters#create                            7.0           7           7         0.0           1
report$inputParameters#init                              0.0           0           0         0.0           1
report$inputParameters#inject                            0.0           0           0         0.0           1
report$inputParameters#load                             36.0          36          36         0.0           1
report$inputParameters#uiPermissions                     0.0           0           0         0.0           1
report$inputParameters#xml                               1.5           0           3         1.5           2
report$inputParameters.inputParametersFrame#init        77.0          77          77         0.0           1
report$inputParameters.inputParametersFrame#inject         0.0           0           0         0.0           1
report$inputParameters.inputParametersFrame#load         1.0           1           1         0.0           1
report$inputParameters.inputParametersFrame@templateReportsDs        14.0          14          14         0.0           1
report$inputParametersFrame#create                      26.0          26          26         0.0           1
report$inputParametersFrame#xml                          0.0           0           0         0.0           2

Performance Statistics   2020-05-03 19:22:00 - 2020-05-03 19:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:24:00 - 2020-05-03 19:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:28:00 - 2020-05-03 19:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:30:00 - 2020-05-03 19:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:32:00 - 2020-05-03 19:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:34:00 - 2020-05-03 19:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:36:00 - 2020-05-03 19:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:38:00 - 2020-05-03 19:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:40:00 - 2020-05-03 19:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:42:00 - 2020-05-03 19:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:44:00 - 2020-05-03 19:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:46:00 - 2020-05-03 19:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:48:00 - 2020-05-03 19:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:50:00 - 2020-05-03 19:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:52:00 - 2020-05-03 19:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:54:00 - 2020-05-03 19:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:56:00 - 2020-05-03 19:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 19:58:00 - 2020-05-03 20:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 20:00:00 - 2020-05-03 20:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 20:02:00 - 2020-05-03 20:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 20:04:00 - 2020-05-03 20:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 20:06:00 - 2020-05-03 20:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 20:08:00 - 2020-05-03 20:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 20:10:00 - 2020-05-03 20:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
login#afterShow                                          0.0           0           0         0.0           2
login#beforeShow                                         1.5           0           3         1.5           2
login#create                                            89.5           5         174        84.5           2
login#init                                              13.0           1          25        12.0           2
login#inject                                            29.5           0          59        29.5           2
login#load                                             385.5          42         729       343.5           2
login#uiPermissions                                      1.0           0           2         1.0           2
login#xml                                                7.0           0          14         7.0           2
main#afterShow                                          18.0          18          18         0.0           1
main#beforeShow                                          0.0           0           0         0.0           1
main#create                                             27.0          27          27         0.0           1
main#init                                               26.0          26          26         0.0           1
main#inject                                              9.0           9           9         0.0           1
main#load                                              290.0         290         290         0.0           1
main#uiPermissions                                       0.0           0           0         0.0           1
main#xml                                                 3.0           3           3         0.0           1

Performance Statistics   2020-05-03 21:20:00 - 2020-05-03 21:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
MenuItem.teststp_Debitor.browse                       1555.0        1555        1555         0.0           1
login#afterShow                                          0.0           0           0         0.0           2
login#beforeShow                                         2.0           0           4         2.0           2
login#create                                            94.0           6         182        88.0           2
login#init                                              15.5           1          30        14.5           2
login#inject                                            31.0           0          62        31.0           2
login#load                                             409.5          44         775       365.5           2
login#uiPermissions                                      1.0           0           2         1.0           2
login#xml                                                7.0           0          14         7.0           2
lookupWindowActions#create                              30.0          30          30         0.0           1
lookupWindowActions#inject                              14.0          14          14         0.0           1
lookupWindowActions#load                                13.0          13          13         0.0           1
lookupWindowActions#xml                                  1.0           0           2         1.0           2
main#afterShow                                          12.0          12          12         0.0           1
main#beforeShow                                          0.0           0           0         0.0           1
main#create                                             32.0          32          32         0.0           1
main#init                                               30.0          30          30         0.0           1
main#inject                                             12.0          12          12         0.0           1
main#load                                              314.0         314         314         0.0           1
main#uiPermissions                                       0.0           0           0         0.0           1
main#xml                                                 5.0           5           5         0.0           1
report$Report.run#afterShow                              0.0           0           0         0.0           1
report$Report.run#beforeShow                            15.0          15          15         0.0           1
report$Report.run#create                                55.0          55          55         0.0           1
report$Report.run#init                                 587.0         587         587         0.0           1
report$Report.run#inject                                41.0          41          41         0.0           1
report$Report.run#load                                 384.0         384         384         0.0           1
report$Report.run#uiPermissions                          0.0           0           0         0.0           1
report$Report.run#xml                                    2.0           0           4         2.0           2
report$Report.run.lookupWindowActions#init               0.0           0           0         0.0           1
report$Report.run@reportGroupsDs                       367.0         367         367         0.0           1
report$inputParameters#afterShow                      2496.0        2496        2496         0.0           1
report$inputParameters#beforeShow                        0.0           0           0         0.0           1
report$inputParameters#create                           27.0          27          27         0.0           1
report$inputParameters#init                              0.0           0           0         0.0           1
report$inputParameters#inject                           19.0          19          19         0.0           1
report$inputParameters#load                            118.0         118         118         0.0           1
report$inputParameters#uiPermissions                     0.0           0           0         0.0           1
report$inputParameters#xml                               4.0           0           8         4.0           2
report$inputParameters.inputParametersFrame#init      4880.0        4880        4880         0.0           1
report$inputParameters.inputParametersFrame#inject        13.0          13          13         0.0           1
report$inputParameters.inputParametersFrame#load         5.0           5           5         0.0           1
report$inputParameters.inputParametersFrame@templateReportsDs        27.0          27          27         0.0           1
report$inputParametersFrame#create                      97.0          97          97         0.0           1
report$inputParametersFrame#xml                          1.0           0           2         1.0           2
teststp_Debitor.browse#afterShow                         0.0           0           0         0.0           1
teststp_Debitor.browse#beforeShow                      121.0         121         121         0.0           1
teststp_Debitor.browse#create                           30.0          30          30         0.0           1
teststp_Debitor.browse#init                             12.0          12          12         0.0           1
teststp_Debitor.browse#inject                            5.0           5           5         0.0           1
teststp_Debitor.browse#load                           1096.0        1096        1096         0.0           1
teststp_Debitor.browse#uiPermissions                     0.0           0           0         0.0           1
teststp_Debitor.browse#xml                              10.0          10          10         0.0           1

Performance Statistics   2020-05-03 22:10:00 - 2020-05-03 22:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
login#afterShow                                          0.0           0           0         0.0           2
login#beforeShow                                         2.0           0           4         2.0           2
login#create                                            79.0           5         153        74.0           2
login#init                                              14.0           1          27        13.0           2
login#inject                                            27.5           0          55        27.5           2
login#load                                             395.0          43         747       352.0           2
login#uiPermissions                                      1.0           0           2         1.0           2
login#xml                                                8.5           0          17         8.5           2

Performance Statistics   2020-05-03 22:12:00 - 2020-05-03 22:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2020-05-03 22:14:00 - 2020-05-03 22:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
MenuItem.teststp_Debitor.browse                       1619.0        1619        1619         0.0           1
main#afterShow                                          14.0          14          14         0.0           1
main#beforeShow                                          0.0           0           0         0.0           1
main#create                                             27.0          27          27         0.0           1
main#init                                               97.0          97          97         0.0           1
main#inject                                             15.0          15          15         0.0           1
main#load                                              351.0         351         351         0.0           1
main#uiPermissions                                       0.0           0           0         0.0           1
main#xml                                                 3.0           3           3         0.0           1
teststp_Debitor.browse#afterShow                         0.0           0           0         0.0           1
teststp_Debitor.browse#beforeShow                      115.0         115         115         0.0           1
teststp_Debitor.browse#create                           23.0          23          23         0.0           1
teststp_Debitor.browse#init                              8.0           8           8         0.0           1
